gene_id	PS
pgi|0000000005350263964|ti|535026|pi|0|	1
pgi|0000000005350262866|ti|535026|pi|0|	1
pgi|0000000005350263794|ti|535026|pi|0|	1
pgi|0000000005350263963|ti|535026|pi|0|	1
pgi|0000000005350263793|ti|535026|pi|0|	1
pgi|0000000005350261481|ti|535026|pi|0|	1
pgi|0000000005350261304|ti|535026|pi|0|	1
pgi|0000000005350262724|ti|535026|pi|0|	4
pgi|0000000005350263965|ti|535026|pi|0|	1
pgi|0000000005350263392|ti|535026|pi|0|	1
pgi|0000000005350263386|ti|535026|pi|0|	1
pgi|0000000005350263891|ti|535026|pi|0|	9
pgi|0000000005350261713|ti|535026|pi|0|	15
pgi|0000000005350262245|ti|535026|pi|0|	5
pgi|0000000000535026335|ti|535026|pi|0|	4
pgi|0000000005350263846|ti|535026|pi|0|	2
pgi|0000000005350262771|ti|535026|pi|0|	2
pgi|0000000005350264221|ti|535026|pi|0|	1
pgi|0000000005350263641|ti|535026|pi|0|	5
pgi|0000000005350263436|ti|535026|pi|0|	11
pgi|0000000005350263692|ti|535026|pi|0|	11
pgi|0000000005350263619|ti|535026|pi|0|	9
pgi|0000000005350262126|ti|535026|pi|0|	5
pgi|0000000005350264239|ti|535026|pi|0|	5
pgi|0000000005350261287|ti|535026|pi|0|	2
pgi|0000000000535026546|ti|535026|pi|0|	2
pgi|0000000005350262745|ti|535026|pi|0|	2
pgi|0000000000535026705|ti|535026|pi|0|	2
pgi|0000000000535026545|ti|535026|pi|0|	2
pgi|0000000005350261331|ti|535026|pi|0|	2
pgi|0000000005350263906|ti|535026|pi|0|	2
pgi|0000000005350262154|ti|535026|pi|0|	3
pgi|0000000005350262610|ti|535026|pi|0|	15
pgi|0000000005350263988|ti|535026|pi|0|	4
pgi|0000000005350263171|ti|535026|pi|0|	1
pgi|0000000005350261019|ti|535026|pi|0|	1
pgi|0000000005350262276|ti|535026|pi|0|	9
pgi|0000000005350264127|ti|535026|pi|0|	3
pgi|0000000005350264022|ti|535026|pi|0|	5
pgi|0000000000535026308|ti|535026|pi|0|	1
pgi|0000000005350264150|ti|535026|pi|0|	9
pgi|0000000005350263701|ti|535026|pi|0|	11
pgi|0000000005350262020|ti|535026|pi|0|	4
pgi|0000000005350264294|ti|535026|pi|0|	4
pgi|0000000005350262052|ti|535026|pi|0|	19
pgi|0000000005350262084|ti|535026|pi|0|	12
pgi|0000000005350262116|ti|535026|pi|0|	11
pgi|0000000005350264018|ti|535026|pi|0|	12
pgi|0000000005350261249|ti|535026|pi|0|	10
pgi|0000000005350262578|ti|535026|pi|0|	10
pgi|0000000005350261956|ti|535026|pi|0|	1
pgi|0000000005350263920|ti|535026|pi|0|	5
pgi|0000000005350262613|ti|535026|pi|0|	1
pgi|0000000005350263818|ti|535026|pi|0|	1
pgi|0000000000535026804|ti|535026|pi|0|	1
pgi|0000000005350263000|ti|535026|pi|0|	1
pgi|0000000000535026704|ti|535026|pi|0|	1
pgi|0000000000535026206|ti|535026|pi|0|	9
pgi|0000000005350261168|ti|535026|pi|0|	3
pgi|0000000005350262238|ti|535026|pi|0|	1
pgi|0000000005350262497|ti|535026|pi|0|	2
pgi|0000000005350261108|ti|535026|pi|0|	9
pgi|0000000005350262919|ti|535026|pi|0|	12
pgi|0000000005350261945|ti|535026|pi|0|	1
pgi|0000000005350261724|ti|535026|pi|0|	2
pgi|0000000005350262140|ti|535026|pi|0|	4
pgi|0000000005350261876|ti|535026|pi|0|	4
pgi|0000000005350262290|ti|535026|pi|0|	1
pgi|0000000005350263176|ti|535026|pi|0|	5
pgi|0000000005350262337|ti|535026|pi|0|	5
pgi|0000000005350262441|ti|535026|pi|0|	11
pgi|0000000005350262529|ti|535026|pi|0|	8
pgi|0000000005350263018|ti|535026|pi|0|	1
pgi|0000000005350262273|ti|535026|pi|0|	9
pgi|0000000005350264206|ti|535026|pi|0|	1
pgi|0000000005350262390|ti|535026|pi|0|	5
pgi|0000000005350262115|ti|535026|pi|0|	11
pgi|0000000005350261689|ti|535026|pi|0|	1
pgi|0000000000053502622|ti|535026|pi|0|	7
pgi|0000000005350262081|ti|535026|pi|0|	4
pgi|0000000005350263133|ti|535026|pi|0|	1
pgi|0000000005350264032|ti|535026|pi|0|	2
pgi|0000000005350261052|ti|535026|pi|0|	5
pgi|0000000005350264331|ti|535026|pi|0|	21
pgi|0000000000053502659|ti|535026|pi|0|	1
pgi|0000000005350262902|ti|535026|pi|0|	9
pgi|0000000005350261476|ti|535026|pi|0|	6
pgi|0000000000535026879|ti|535026|pi|0|	1
pgi|0000000000535026880|ti|535026|pi|0|	1
pgi|0000000005350262121|ti|535026|pi|0|	11
pgi|0000000000053502695|ti|535026|pi|0|	1
pgi|0000000005350264218|ti|535026|pi|0|	1
pgi|0000000005350262249|ti|535026|pi|0|	1
pgi|0000000005350262199|ti|535026|pi|0|	1
pgi|0000000005350261302|ti|535026|pi|0|	1
pgi|0000000005350263047|ti|535026|pi|0|	15
pgi|0000000005350263421|ti|535026|pi|0|	7
pgi|0000000000535026781|ti|535026|pi|0|	8
pgi|0000000005350261405|ti|535026|pi|0|	9
pgi|0000000005350262314|ti|535026|pi|0|	13
pgi|0000000005350262131|ti|535026|pi|0|	4
pgi|0000000005350261579|ti|535026|pi|0|	1
pgi|0000000005350263805|ti|535026|pi|0|	2
pgi|0000000005350261621|ti|535026|pi|0|	1
pgi|0000000005350263827|ti|535026|pi|0|	2
pgi|0000000005350263196|ti|535026|pi|0|	5
pgi|0000000005350263505|ti|535026|pi|0|	2
pgi|0000000005350262353|ti|535026|pi|0|	5
pgi|0000000000535026155|ti|535026|pi|0|	5
pgi|0000000005350263884|ti|535026|pi|0|	11
pgi|0000000005350262500|ti|535026|pi|0|	2
pgi|0000000005350261520|ti|535026|pi|0|	1
pgi|0000000005350261131|ti|535026|pi|0|	4
pgi|0000000005350262283|ti|535026|pi|0|	4
pgi|0000000005350263459|ti|535026|pi|0|	2
pgi|0000000005350263324|ti|535026|pi|0|	1
pgi|0000000005350261700|ti|535026|pi|0|	1
pgi|0000000005350261701|ti|535026|pi|0|	1
pgi|0000000005350261290|ti|535026|pi|0|	1
pgi|0000000005350263412|ti|535026|pi|0|	1
pgi|0000000005350263413|ti|535026|pi|0|	1
pgi|0000000005350261291|ti|535026|pi|0|	1
pgi|0000000005350261313|ti|535026|pi|0|	2
pgi|0000000005350263610|ti|535026|pi|0|	1
pgi|0000000005350263833|ti|535026|pi|0|	1
pgi|0000000005350261423|ti|535026|pi|0|	11
pgi|0000000005350263625|ti|535026|pi|0|	1
pgi|0000000005350263626|ti|535026|pi|0|	1
pgi|0000000005350263627|ti|535026|pi|0|	1
pgi|0000000005350263837|ti|535026|pi|0|	1
pgi|0000000005350261339|ti|535026|pi|0|	1
pgi|0000000000535026423|ti|535026|pi|0|	9
pgi|0000000005350261186|ti|535026|pi|0|	9
pgi|0000000005350263661|ti|535026|pi|0|	9
pgi|0000000005350262078|ti|535026|pi|0|	9
pgi|0000000005350261835|ti|535026|pi|0|	9
pgi|0000000005350261184|ti|535026|pi|0|	1
pgi|0000000000535026407|ti|535026|pi|0|	1
pgi|0000000005350263554|ti|535026|pi|0|	1
pgi|0000000005350263987|ti|535026|pi|0|	1
pgi|0000000005350262579|ti|535026|pi|0|	2
pgi|0000000005350261248|ti|535026|pi|0|	2
pgi|0000000005350262357|ti|535026|pi|0|	11
pgi|0000000000535026140|ti|535026|pi|0|	1
pgi|0000000005350261434|ti|535026|pi|0|	7
pgi|0000000005350262254|ti|535026|pi|0|	2
pgi|0000000000535026511|ti|535026|pi|0|	7
pgi|0000000005350261783|ti|535026|pi|0|	1
pgi|0000000000005350266|ti|535026|pi|0|	1
pgi|0000000005350264320|ti|535026|pi|0|	1
pgi|0000000005350263454|ti|535026|pi|0|	1
pgi|0000000005350264302|ti|535026|pi|0|	21
pgi|0000000005350261594|ti|535026|pi|0|	2
pgi|0000000005350264187|ti|535026|pi|0|	1
pgi|0000000000535026675|ti|535026|pi|0|	1
pgi|0000000005350262006|ti|535026|pi|0|	11
pgi|0000000000535026522|ti|535026|pi|0|	15
pgi|0000000005350261946|ti|535026|pi|0|	10
pgi|0000000005350262516|ti|535026|pi|0|	1
pgi|0000000005350262411|ti|535026|pi|0|	2
pgi|0000000005350261558|ti|535026|pi|0|	2
pgi|0000000000535026536|ti|535026|pi|0|	1
pgi|0000000005350262050|ti|535026|pi|0|	2
pgi|0000000000053502688|ti|535026|pi|0|	2
pgi|0000000005350261345|ti|535026|pi|0|	4
pgi|0000000005350262162|ti|535026|pi|0|	4
pgi|0000000005350262634|ti|535026|pi|0|	12
pgi|0000000005350263190|ti|535026|pi|0|	1
pgi|0000000000053502642|ti|535026|pi|0|	1
pgi|0000000000053502646|ti|535026|pi|0|	1
pgi|0000000005350262040|ti|535026|pi|0|	11
pgi|0000000005350262137|ti|535026|pi|0|	19
pgi|0000000005350262597|ti|535026|pi|0|	18
pgi|0000000005350263034|ti|535026|pi|0|	12
pgi|0000000000535026945|ti|535026|pi|0|	12
pgi|0000000005350261726|ti|535026|pi|0|	4
pgi|0000000005350261202|ti|535026|pi|0|	9
pgi|0000000005350262076|ti|535026|pi|0|	9
pgi|0000000005350262403|ti|535026|pi|0|	2
pgi|0000000000053502611|ti|535026|pi|0|	1
pgi|0000000005350264067|ti|535026|pi|0|	1
pgi|0000000005350264064|ti|535026|pi|0|	1
pgi|0000000000535026130|ti|535026|pi|0|	1
pgi|0000000000053502635|ti|535026|pi|0|	1
pgi|0000000005350264326|ti|535026|pi|0|	21
pgi|0000000005350262596|ti|535026|pi|0|	4
pgi|0000000005350261175|ti|535026|pi|0|	4
pgi|0000000005350261237|ti|535026|pi|0|	4
pgi|0000000005350262747|ti|535026|pi|0|	2
pgi|0000000000535026394|ti|535026|pi|0|	1
pgi|0000000005350261257|ti|535026|pi|0|	11
pgi|0000000005350262570|ti|535026|pi|0|	11
pgi|0000000005350262021|ti|535026|pi|0|	9
pgi|0000000005350264293|ti|535026|pi|0|	9
pgi|0000000005350262085|ti|535026|pi|0|	19
pgi|0000000005350264281|ti|535026|pi|0|	12
pgi|0000000005350261836|ti|535026|pi|0|	11
pgi|0000000005350261870|ti|535026|pi|0|	12
pgi|0000000005350262767|ti|535026|pi|0|	2
pgi|0000000005350263114|ti|535026|pi|0|	8
pgi|0000000000535026842|ti|535026|pi|0|	1
pgi|0000000005350263558|ti|535026|pi|0|	1
pgi|0000000005350261567|ti|535026|pi|0|	1
pgi|0000000005350262083|ti|535026|pi|0|	4
pgi|0000000005350261825|ti|535026|pi|0|	5
pgi|0000000005350261228|ti|535026|pi|0|	3
pgi|0000000005350262614|ti|535026|pi|0|	3
pgi|0000000005350261446|ti|535026|pi|0|	6
pgi|0000000005350263492|ti|535026|pi|0|	8
pgi|0000000000535026191|ti|535026|pi|0|	9
pgi|0000000000535026474|ti|535026|pi|0|	12
pgi|0000000005350262065|ti|535026|pi|0|	12
pgi|0000000005350264261|ti|535026|pi|0|	2
pgi|0000000005350262348|ti|535026|pi|0|	9
pgi|0000000005350264175|ti|535026|pi|0|	11
pgi|0000000005350262482|ti|535026|pi|0|	8
pgi|0000000000053502623|ti|535026|pi|0|	4
pgi|0000000000535026401|ti|535026|pi|0|	1
pgi|0000000005350263174|ti|535026|pi|0|	1
pgi|0000000000535026388|ti|535026|pi|0|	2
pgi|0000000005350261637|ti|535026|pi|0|	2
pgi|0000000005350264279|ti|535026|pi|0|	11
pgi|0000000005350263940|ti|535026|pi|0|	11
pgi|0000000005350263666|ti|535026|pi|0|	5
pgi|0000000005350261649|ti|535026|pi|0|	4
pgi|0000000005350264289|ti|535026|pi|0|	21
pgi|0000000005350261895|ti|535026|pi|0|	2
pgi|0000000000535026987|ti|535026|pi|0|	5
pgi|0000000005350262924|ti|535026|pi|0|	1
pgi|0000000005350262770|ti|535026|pi|0|	1
pgi|0000000005350264288|ti|535026|pi|0|	1
pgi|0000000005350261989|ti|535026|pi|0|	1
pgi|0000000005350261710|ti|535026|pi|0|	1
pgi|0000000005350261208|ti|535026|pi|0|	4
pgi|0000000005350263160|ti|535026|pi|0|	3
pgi|0000000000535026618|ti|535026|pi|0|	4
pgi|0000000005350261385|ti|535026|pi|0|	4
pgi|0000000005350261770|ti|535026|pi|0|	5
pgi|0000000005350261088|ti|535026|pi|0|	11
pgi|0000000005350262261|ti|535026|pi|0|	5
pgi|0000000000535026967|ti|535026|pi|0|	11
pgi|0000000005350261352|ti|535026|pi|0|	1
pgi|0000000005350263322|ti|535026|pi|0|	2
pgi|0000000005350263725|ti|535026|pi|0|	5
pgi|0000000005350261488|ti|535026|pi|0|	5
pgi|0000000005350263829|ti|535026|pi|0|	1
pgi|0000000005350264209|ti|535026|pi|0|	1
pgi|0000000005350261721|ti|535026|pi|0|	5
pgi|0000000005350262138|ti|535026|pi|0|	5
pgi|0000000005350263117|ti|535026|pi|0|	5
pgi|0000000005350263292|ti|535026|pi|0|	11
pgi|0000000005350263612|ti|535026|pi|0|	2
pgi|0000000005350262563|ti|535026|pi|0|	12
pgi|0000000005350262945|ti|535026|pi|0|	19
pgi|0000000005350264107|ti|535026|pi|0|	11
pgi|0000000005350262026|ti|535026|pi|0|	12
pgi|0000000005350262058|ti|535026|pi|0|	12
pgi|0000000005350263514|ti|535026|pi|0|	8
pgi|0000000005350261741|ti|535026|pi|0|	5
pgi|0000000005350263109|ti|535026|pi|0|	1
pgi|0000000005350262011|ti|535026|pi|0|	1
pgi|0000000005350263383|ti|535026|pi|0|	1
pgi|0000000000535026301|ti|535026|pi|0|	1
pgi|0000000005350263969|ti|535026|pi|0|	1
pgi|0000000005350261933|ti|535026|pi|0|	1
pgi|0000000005350262780|ti|535026|pi|0|	1
pgi|0000000000535026243|ti|535026|pi|0|	11
pgi|0000000005350261973|ti|535026|pi|0|	19
pgi|0000000005350262317|ti|535026|pi|0|	17
pgi|0000000005350262316|ti|535026|pi|0|	17
pgi|0000000000535026865|ti|535026|pi|0|	1
pgi|0000000000535026872|ti|535026|pi|0|	1
pgi|0000000000535026129|ti|535026|pi|0|	1
pgi|0000000005350261176|ti|535026|pi|0|	2
pgi|0000000005350261884|ti|535026|pi|0|	1
pgi|0000000005350263978|ti|535026|pi|0|	4
pgi|0000000005350262960|ti|535026|pi|0|	4
pgi|0000000005350261085|ti|535026|pi|0|	1
pgi|0000000005350263343|ti|535026|pi|0|	1
pgi|0000000005350261156|ti|535026|pi|0|	11
pgi|0000000005350262418|ti|535026|pi|0|	4
pgi|0000000000535026792|ti|535026|pi|0|	2
pgi|0000000005350263741|ti|535026|pi|0|	1
pgi|0000000005350262282|ti|535026|pi|0|	1
pgi|0000000005350262387|ti|535026|pi|0|	1
pgi|0000000005350262272|ti|535026|pi|0|	8
pgi|0000000005350264172|ti|535026|pi|0|	11
pgi|0000000005350263308|ti|535026|pi|0|	3
pgi|0000000005350261872|ti|535026|pi|0|	18
pgi|0000000005350262923|ti|535026|pi|0|	14
pgi|0000000005350263876|ti|535026|pi|0|	11
pgi|0000000005350262943|ti|535026|pi|0|	1
pgi|0000000000535026314|ti|535026|pi|0|	1
pgi|0000000000005350268|ti|535026|pi|0|	2
pgi|0000000000535026730|ti|535026|pi|0|	9
pgi|0000000005350262217|ti|535026|pi|0|	8
pgi|0000000000535026674|ti|535026|pi|0|	11
pgi|0000000005350264319|ti|535026|pi|0|	2
pgi|0000000000535026623|ti|535026|pi|0|	16
pgi|0000000005350263351|ti|535026|pi|0|	1
pgi|0000000005350261326|ti|535026|pi|0|	1
pgi|0000000005350261308|ti|535026|pi|0|	1
pgi|0000000005350261309|ti|535026|pi|0|	1
pgi|0000000005350264082|ti|535026|pi|0|	3
pgi|0000000000535026276|ti|535026|pi|0|	3
pgi|0000000005350262064|ti|535026|pi|0|	2
pgi|0000000005350262092|ti|535026|pi|0|	5
pgi|0000000005350262665|ti|535026|pi|0|	2
pgi|0000000000535026980|ti|535026|pi|0|	9
pgi|0000000005350262414|ti|535026|pi|0|	4
pgi|0000000000535026957|ti|535026|pi|0|	8
pgi|0000000000535026800|ti|535026|pi|0|	11
pgi|0000000005350264105|ti|535026|pi|0|	11
pgi|0000000005350262216|ti|535026|pi|0|	9
pgi|0000000005350262975|ti|535026|pi|0|	4
pgi|0000000000535026444|ti|535026|pi|0|	12
pgi|0000000005350264236|ti|535026|pi|0|	4
pgi|0000000005350262386|ti|535026|pi|0|	2
pgi|0000000005350262059|ti|535026|pi|0|	12
pgi|0000000005350261867|ti|535026|pi|0|	1
pgi|0000000005350261848|ti|535026|pi|0|	1
pgi|0000000005350261071|ti|535026|pi|0|	1
pgi|0000000005350261535|ti|535026|pi|0|	1
pgi|0000000005350262301|ti|535026|pi|0|	2
pgi|0000000005350262302|ti|535026|pi|0|	2
pgi|0000000005350261332|ti|535026|pi|0|	10
pgi|0000000000535026318|ti|535026|pi|0|	2
pgi|0000000000535026514|ti|535026|pi|0|	1
pgi|0000000005350263035|ti|535026|pi|0|	5
pgi|0000000005350262191|ti|535026|pi|0|	10
pgi|0000000000053502670|ti|535026|pi|0|	1
pgi|0000000005350261582|ti|535026|pi|0|	1
pgi|0000000005350263404|ti|535026|pi|0|	1
pgi|0000000005350262964|ti|535026|pi|0|	7
pgi|0000000000535026510|ti|535026|pi|0|	2
pgi|0000000000535026500|ti|535026|pi|0|	5
pgi|0000000005350262119|ti|535026|pi|0|	5
pgi|0000000005350263895|ti|535026|pi|0|	4
pgi|0000000005350263866|ti|535026|pi|0|	1
pgi|0000000005350263825|ti|535026|pi|0|	1
pgi|0000000000535026868|ti|535026|pi|0|	1
pgi|0000000005350261133|ti|535026|pi|0|	1
pgi|0000000005350263262|ti|535026|pi|0|	1
pgi|0000000005350263263|ti|535026|pi|0|	1
pgi|0000000005350263484|ti|535026|pi|0|	11
pgi|0000000005350262697|ti|535026|pi|0|	1
pgi|0000000005350263769|ti|535026|pi|0|	1
pgi|0000000005350262527|ti|535026|pi|0|	1
pgi|0000000005350261204|ti|535026|pi|0|	1
pgi|0000000000535026391|ti|535026|pi|0|	9
pgi|0000000005350263605|ti|535026|pi|0|	4
pgi|0000000005350262012|ti|535026|pi|0|	11
pgi|0000000005350261947|ti|535026|pi|0|	9
pgi|0000000000535026652|ti|535026|pi|0|	1
pgi|0000000000535026906|ti|535026|pi|0|	9
pgi|0000000000535026122|ti|535026|pi|0|	1
pgi|0000000005350261238|ti|535026|pi|0|	2
pgi|0000000005350262595|ti|535026|pi|0|	2
pgi|0000000005350261828|ti|535026|pi|0|	4
pgi|0000000005350262822|ti|535026|pi|0|	2
pgi|0000000000535026988|ti|535026|pi|0|	1
pgi|0000000000535026203|ti|535026|pi|0|	4
pgi|0000000005350263394|ti|535026|pi|0|	2
pgi|0000000000053502662|ti|535026|pi|0|	5
pgi|0000000005350264292|ti|535026|pi|0|	2
pgi|0000000005350263994|ti|535026|pi|0|	1
pgi|0000000005350262656|ti|535026|pi|0|	18
pgi|0000000005350264017|ti|535026|pi|0|	1
pgi|0000000005350263643|ti|535026|pi|0|	1
pgi|0000000005350261765|ti|535026|pi|0|	9
pgi|0000000005350264247|ti|535026|pi|0|	2
pgi|0000000000535026981|ti|535026|pi|0|	1
pgi|0000000005350261328|ti|535026|pi|0|	5
pgi|0000000005350264073|ti|535026|pi|0|	1
pgi|0000000005350263282|ti|535026|pi|0|	2
pgi|0000000005350262118|ti|535026|pi|0|	3
pgi|0000000005350263547|ti|535026|pi|0|	12
pgi|0000000000535026852|ti|535026|pi|0|	9
pgi|0000000005350264066|ti|535026|pi|0|	11
pgi|0000000005350261253|ti|535026|pi|0|	2
pgi|0000000005350262574|ti|535026|pi|0|	2
pgi|0000000005350263265|ti|535026|pi|0|	1
pgi|0000000005350263033|ti|535026|pi|0|	1
pgi|0000000005350262152|ti|535026|pi|0|	10
pgi|0000000005350262266|ti|535026|pi|0|	5
pgi|0000000005350263096|ti|535026|pi|0|	4
pgi|0000000005350263085|ti|535026|pi|0|	1
pgi|0000000005350263151|ti|535026|pi|0|	1
pgi|0000000005350262718|ti|535026|pi|0|	1
pgi|0000000005350262890|ti|535026|pi|0|	1
pgi|0000000000535026439|ti|535026|pi|0|	1
pgi|0000000005350264007|ti|535026|pi|0|	1
pgi|0000000005350263206|ti|535026|pi|0|	1
pgi|0000000005350262197|ti|535026|pi|0|	1
pgi|0000000005350263207|ti|535026|pi|0|	1
pgi|0000000005350261523|ti|535026|pi|0|	1
pgi|0000000005350263788|ti|535026|pi|0|	1
pgi|0000000005350261401|ti|535026|pi|0|	4
pgi|0000000005350263037|ti|535026|pi|0|	1
pgi|0000000005350262977|ti|535026|pi|0|	8
pgi|0000000005350261577|ti|535026|pi|0|	1
pgi|0000000005350262749|ti|535026|pi|0|	1
pgi|0000000005350263475|ti|535026|pi|0|	11
pgi|0000000000535026874|ti|535026|pi|0|	1
pgi|0000000005350262096|ti|535026|pi|0|	5
pgi|0000000000535026101|ti|535026|pi|0|	1
pgi|0000000005350261533|ti|535026|pi|0|	5
pgi|0000000005350263921|ti|535026|pi|0|	1
pgi|0000000005350263251|ti|535026|pi|0|	10
pgi|0000000005350264274|ti|535026|pi|0|	9
pgi|0000000005350261454|ti|535026|pi|0|	11
pgi|0000000005350261463|ti|535026|pi|0|	5
pgi|0000000005350264191|ti|535026|pi|0|	2
pgi|0000000005350261728|ti|535026|pi|0|	9
pgi|0000000005350262038|ti|535026|pi|0|	11
pgi|0000000005350261861|ti|535026|pi|0|	11
pgi|0000000005350262219|ti|535026|pi|0|	11
pgi|0000000005350261993|ti|535026|pi|0|	19
pgi|0000000000535026499|ti|535026|pi|0|	12
pgi|0000000005350262120|ti|535026|pi|0|	12
pgi|0000000005350263130|ti|535026|pi|0|	11
pgi|0000000005350261231|ti|535026|pi|0|	5
pgi|0000000005350262454|ti|535026|pi|0|	5
pgi|0000000005350264313|ti|535026|pi|0|	8
pgi|0000000000535026123|ti|535026|pi|0|	1
pgi|0000000005350262970|ti|535026|pi|0|	8
pgi|0000000005350262653|ti|535026|pi|0|	1
pgi|0000000005350263531|ti|535026|pi|0|	1
pgi|0000000005350263474|ti|535026|pi|0|	5
pgi|0000000005350263569|ti|535026|pi|0|	1
pgi|0000000005350261530|ti|535026|pi|0|	1
pgi|0000000005350261531|ti|535026|pi|0|	1
pgi|0000000005350261782|ti|535026|pi|0|	1
pgi|0000000005350262305|ti|535026|pi|0|	1
pgi|0000000005350263650|ti|535026|pi|0|	1
pgi|0000000005350261089|ti|535026|pi|0|	9
pgi|0000000005350261053|ti|535026|pi|0|	5
pgi|0000000005350261477|ti|535026|pi|0|	6
pgi|0000000005350264075|ti|535026|pi|0|	1
pgi|0000000005350264012|ti|535026|pi|0|	5
pgi|0000000000535026222|ti|535026|pi|0|	11
pgi|0000000005350262705|ti|535026|pi|0|	5
pgi|0000000005350262486|ti|535026|pi|0|	2
pgi|0000000005350263488|ti|535026|pi|0|	2
pgi|0000000005350262240|ti|535026|pi|0|	2
pgi|0000000005350261076|ti|535026|pi|0|	2
pgi|0000000000535026517|ti|535026|pi|0|	2
pgi|0000000005350261092|ti|535026|pi|0|	2
pgi|0000000005350263810|ti|535026|pi|0|	1
pgi|0000000005350261912|ti|535026|pi|0|	8
pgi|0000000005350261538|ti|535026|pi|0|	1
pgi|0000000000535026475|ti|535026|pi|0|	12
pgi|0000000005350262929|ti|535026|pi|0|	1
pgi|0000000005350262899|ti|535026|pi|0|	4
pgi|0000000000535026617|ti|535026|pi|0|	12
pgi|0000000005350261860|ti|535026|pi|0|	10
pgi|0000000005350262089|ti|535026|pi|0|	11
pgi|0000000000535026421|ti|535026|pi|0|	4
pgi|0000000005350262535|ti|535026|pi|0|	1
pgi|0000000005350261515|ti|535026|pi|0|	1
pgi|0000000000053502621|ti|535026|pi|0|	1
pgi|0000000005350262480|ti|535026|pi|0|	6
pgi|0000000000535026657|ti|535026|pi|0|	1
pgi|0000000000535026300|ti|535026|pi|0|	1
pgi|0000000005350262887|ti|535026|pi|0|	1
pgi|0000000005350261650|ti|535026|pi|0|	1
pgi|0000000005350261722|ti|535026|pi|0|	3
pgi|0000000005350261746|ti|535026|pi|0|	5
pgi|0000000005350262060|ti|535026|pi|0|	12
pgi|0000000005350263179|ti|535026|pi|0|	12
pgi|0000000000535026841|ti|535026|pi|0|	8
pgi|0000000005350264005|ti|535026|pi|0|	4
pgi|0000000000535026590|ti|535026|pi|0|	9
pgi|0000000005350263726|ti|535026|pi|0|	11
pgi|0000000000535026840|ti|535026|pi|0|	9
pgi|0000000005350263158|ti|535026|pi|0|	7
pgi|0000000005350261139|ti|535026|pi|0|	8
pgi|0000000000053502636|ti|535026|pi|0|	1
pgi|0000000005350261199|ti|535026|pi|0|	11
pgi|0000000005350264244|ti|535026|pi|0|	8
pgi|0000000005350264276|ti|535026|pi|0|	21
pgi|0000000005350262177|ti|535026|pi|0|	2
pgi|0000000005350262740|ti|535026|pi|0|	2
pgi|0000000005350262023|ti|535026|pi|0|	5
pgi|0000000005350262055|ti|535026|pi|0|	19
pgi|0000000005350262087|ti|535026|pi|0|	12
pgi|0000000005350261755|ti|535026|pi|0|	1
pgi|0000000005350262201|ti|535026|pi|0|	1
pgi|0000000000535026152|ti|535026|pi|0|	8
pgi|0000000005350262256|ti|535026|pi|0|	1
pgi|0000000005350261990|ti|535026|pi|0|	1
pgi|0000000005350261816|ti|535026|pi|0|	5
pgi|0000000005350262056|ti|535026|pi|0|	2
pgi|0000000000535026860|ti|535026|pi|0|	5
pgi|0000000005350263036|ti|535026|pi|0|	2
pgi|0000000005350261803|ti|535026|pi|0|	5
pgi|0000000005350263042|ti|535026|pi|0|	4
pgi|0000000000535026775|ti|535026|pi|0|	5
pgi|0000000000535026923|ti|535026|pi|0|	1
pgi|0000000005350263357|ti|535026|pi|0|	1
pgi|0000000005350264029|ti|535026|pi|0|	8
pgi|0000000000535026455|ti|535026|pi|0|	2
pgi|0000000005350263352|ti|535026|pi|0|	2
pgi|0000000000535026216|ti|535026|pi|0|	11
pgi|0000000000535026215|ti|535026|pi|0|	11
pgi|0000000000053502671|ti|535026|pi|0|	1
pgi|0000000005350264063|ti|535026|pi|0|	4
pgi|0000000005350262512|ti|535026|pi|0|	1
pgi|0000000005350262556|ti|535026|pi|0|	1
pgi|0000000000535026305|ti|535026|pi|0|	1
pgi|0000000005350261430|ti|535026|pi|0|	1
pgi|0000000000535026133|ti|535026|pi|0|	1
pgi|0000000005350261873|ti|535026|pi|0|	15
pgi|0000000005350261862|ti|535026|pi|0|	15
pgi|0000000005350263261|ti|535026|pi|0|	11
pgi|0000000005350262001|ti|535026|pi|0|	9
pgi|0000000005350263136|ti|535026|pi|0|	1
pgi|0000000000535026491|ti|535026|pi|0|	12
pgi|0000000005350261982|ti|535026|pi|0|	12
pgi|0000000005350262688|ti|535026|pi|0|	1
pgi|0000000000535026432|ti|535026|pi|0|	1
pgi|0000000005350264038|ti|535026|pi|0|	2
pgi|0000000005350261107|ti|535026|pi|0|	7
pgi|0000000000535026920|ti|535026|pi|0|	11
pgi|0000000000053502661|ti|535026|pi|0|	4
pgi|0000000005350261574|ti|535026|pi|0|	1
pgi|0000000005350262562|ti|535026|pi|0|	9
pgi|0000000005350261274|ti|535026|pi|0|	11
pgi|0000000005350261427|ti|535026|pi|0|	12
pgi|0000000005350261485|ti|535026|pi|0|	13
pgi|0000000005350262874|ti|535026|pi|0|	2
pgi|0000000005350262225|ti|535026|pi|0|	2
pgi|0000000005350262604|ti|535026|pi|0|	2
pgi|0000000005350262404|ti|535026|pi|0|	1
pgi|0000000005350261426|ti|535026|pi|0|	1
pgi|0000000000535026304|ti|535026|pi|0|	2
pgi|0000000005350261067|ti|535026|pi|0|	2
pgi|0000000005350261595|ti|535026|pi|0|	2
