protein_id	PS
AQZ90722.1	1
AQZ92038.1	1
AQZ89825.1	1
AQZ91356.1	9
AQZ91703.1	5
AQZ89685.1	1
AQZ89774.1	1
AQZ91923.1	1
AQZ89407.1	1
AQZ92031.1	1
AQZ89683.1	2
AQZ92669.1	16
AQZ92750.1	1
AQZ90243.1	1
AQZ92118.1	2
AQZ91461.1	1
AQZ89307.1	1
AQZ92749.1	1
AQZ89641.1	1
AQZ89988.1	1
AQZ89134.1	1
AQZ90430.1	2
AQZ92370.1	3
AQZ89915.1	1
AQZ92092.1	5
AQZ91592.1	1
AQZ89078.1	1
AQZ90898.1	12
AQZ92273.1	1
AQZ89083.1	1
AQZ93132.1	11
AQZ92510.1	1
AQZ91766.1	1
AQZ91069.1	3
AQZ92537.1	4
AQZ90420.1	1
AQZ90041.1	5
AQZ90792.1	12
AQZ90373.1	1
AQZ89666.1	1
AQZ90372.1	4
AQZ89003.1	1
AQZ89799.1	1
AQZ92468.1	1
AQZ90695.1	1
AQZ90630.1	1
AQZ90533.1	1
AQZ89466.1	1
AQZ92945.1	8
AQZ92087.1	1
AQZ89572.1	1
AQZ91768.1	1
AQZ89642.1	18
AQZ93140.1	1
AQZ89405.1	11
AQZ89818.1	1
AQZ91984.1	1
AQZ91560.1	2
AQZ89562.1	2
AQZ90415.1	2
AQZ89617.1	1
AQZ92219.1	1
AQZ91183.1	1
AQZ91972.1	1
AQZ92611.1	1
AQZ89125.1	13
AQZ91655.1	2
AQZ91835.1	1
AQZ92875.1	1
AQZ90708.1	2
AQZ92437.1	1
AQZ89805.1	1
AQZ89786.1	8
AQZ91456.1	1
AQZ89437.1	1
AQZ91538.1	1
AQZ92203.1	1
AQZ90780.1	1
AQZ89145.1	2
AQZ89948.1	1
AQZ90218.1	2
AQZ92115.1	1
AQZ91735.1	1
AQZ89765.1	9
AQZ89451.1	1
AQZ90213.1	1
AQZ92985.1	1
AQZ89031.1	1
AQZ91434.1	1
AQZ93195.1	5
AQZ90473.1	1
AQZ92432.1	1
AQZ92467.1	1
AQZ89613.1	2
AQZ89156.1	11
AQZ89270.1	1
AQZ90375.1	1
AQZ89953.1	1
AQZ93134.1	1
AQZ89882.1	5
AQZ90202.1	1
AQZ91123.1	1
AQZ90371.1	8
AQZ91980.1	1
AQZ91764.1	1
AQZ90638.1	9
AQZ90616.1	4
AQZ92485.1	11
AQZ92525.1	1
AQZ90175.1	9
AQZ92264.1	1
AQZ92608.1	2
AQZ89492.1	1
AQZ90875.1	3
AQZ90619.1	9
AQZ89985.1	1
AQZ89457.1	10
AQZ90466.1	1
AQZ90095.1	1
AQZ91917.1	1
AQZ91680.1	2
AQZ92448.1	1
AQZ91850.1	1
AQZ89367.1	1
AQZ91353.1	9
AQZ90959.2	2
AQZ90763.1	5
AQZ89082.1	2
AQZ88961.1	1
AQZ92966.1	1
AQZ90834.1	1
AQZ92996.1	2
AQZ89240.1	1
AQZ92346.1	1
AQZ90563.1	1
AQZ90808.1	3
AQZ92565.1	1
AQZ89824.1	2
AQZ92622.1	1
AQZ91852.1	5
AQZ90046.1	1
AQZ92922.1	1
AQZ89273.1	1
AQZ92202.1	1
AQZ92557.1	11
AQZ92720.1	2
AQZ91851.1	2
AQZ92828.1	1
AQZ90156.1	5
AQZ90581.1	1
AQZ89449.1	1
AQZ92994.1	1
AQZ89518.1	1
AQZ89289.1	1
AQZ90942.1	12
AQZ93163.1	3
AQZ91682.1	2
AQZ91806.1	1
AQZ91016.1	11
AQZ91722.1	1
AQZ91828.1	1
AQZ93189.1	9
AQZ90723.1	1
AQZ92901.1	2
AQZ89533.1	4
AQZ90775.1	12
AQZ92020.1	5
AQZ89052.1	1
AQZ91392.1	2
AQZ91717.1	1
AQZ89687.1	2
AQZ89314.1	1
AQZ92460.1	1
AQZ93200.1	21
AQZ89893.1	8
AQZ92156.1	1
AQZ89208.1	1
AQZ90698.1	11
AQZ90610.1	1
AQZ92555.1	4
AQZ91034.1	5
AQZ93124.1	1
AQZ91264.1	5
AQZ90226.1	2
AQZ90418.1	3
AQZ90238.1	2
AQZ92974.1	1
AQZ89739.1	1
AQZ90215.1	1
AQZ89810.1	1
AQZ92498.1	15
AQZ90559.1	1
AQZ90591.1	9
AQZ91743.1	15
AQZ91947.1	2
AQZ93014.1	1
AQZ90953.1	11
AQZ91620.1	5
AQZ92302.1	1
AQZ90550.1	2
AQZ89350.1	1
AQZ92567.1	1
AQZ92495.1	8
AQZ92336.1	7
AQZ91772.1	2
AQZ89598.1	3
AQZ90321.1	1
AQZ93158.1	2
AQZ92444.1	1
AQZ91090.1	2
AQZ91352.1	5
AQZ92235.1	1
AQZ92248.1	2
AQZ89838.1	1
AQZ89209.1	1
AQZ88992.1	1
AQZ89612.1	1
AQZ89103.1	5
AQZ90609.1	1
AQZ88993.1	2
AQZ93118.1	9
AQZ92736.1	2
AQZ91951.1	2
AQZ90394.1	2
AQZ89374.1	1
AQZ89566.1	1
AQZ91386.1	1
AQZ90438.1	1
AQZ90135.1	11
AQZ89584.1	1
AQZ89744.1	1
AQZ89143.1	1
AQZ91765.1	1
AQZ91696.1	1
AQZ90331.1	1
AQZ90631.1	1
AQZ89804.1	1
AQZ90024.1	9
AQZ92041.1	1
AQZ90307.1	1
AQZ92807.1	9
AQZ90859.1	10
AQZ93244.1	4
AQZ89140.1	9
AQZ91136.1	4
AQZ93048.1	3
AQZ91529.1	5
AQZ89232.1	1
AQZ90149.1	2
AQZ88933.1	2
AQZ89758.1	1
AQZ90804.1	5
AQZ91992.1	11
AQZ91102.1	1
AQZ92002.1	1
AQZ91292.1	1
AQZ89403.1	2
AQZ92377.1	1
AQZ90125.1	1
AQZ88998.1	1
AQZ91518.2	2
AQZ91657.1	1
AQZ90511.1	1
AQZ93047.1	2
AQZ90284.1	2
AQZ90876.1	1
AQZ90602.1	1
AQZ89033.1	1
AQZ91105.1	1
AQZ89705.1	2
AQZ92350.1	1
AQZ89713.1	5
AQZ91166.1	1
AQZ91898.1	1
AQZ89241.1	1
AQZ89817.1	1
AQZ90421.1	1
AQZ92632.1	1
AQZ89469.1	1
AQZ91515.1	10
AQZ92145.1	1
AQZ92454.1	1
AQZ89248.1	4
AQZ91931.1	9
AQZ92672.1	1
AQZ90693.1	5
AQZ89066.1	2
AQZ91294.1	1
AQZ90762.1	15
AQZ89738.1	1
AQZ92436.1	2
AQZ90771.1	1
AQZ93015.1	3
AQZ92474.1	4
AQZ91324.1	1
AQZ92250.1	1
AQZ91573.1	1
AQZ90474.1	1
AQZ92354.1	2
AQZ91303.1	1
AQZ92928.1	1
AQZ91878.1	1
AQZ89025.1	1
AQZ92713.1	1
AQZ92413.1	2
AQZ92472.1	2
AQZ90083.1	17
AQZ89172.1	1
AQZ92511.1	11
AQZ90676.1	2
AQZ92044.1	1
AQZ92404.1	1
AQZ91309.1	1
AQZ91401.1	2
AQZ89868.1	12
AQZ89873.1	2
AQZ92646.1	1
AQZ89565.1	1
AQZ92090.1	1
AQZ89094.1	1
AQZ92911.1	1
AQZ91749.1	2
AQZ91566.1	1
AQZ91881.1	1
AQZ92645.1	1
AQZ90173.1	11
AQZ93074.1	1
AQZ92223.1	1
AQZ91930.1	1
AQZ91024.1	11
AQZ89632.1	2
AQZ90948.1	1
AQZ88963.1	1
AQZ91476.1	2
AQZ91759.1	4
AQZ93058.1	2
AQZ92483.1	11
AQZ91598.1	1
AQZ90254.1	1
AQZ92100.1	2
AQZ89101.1	1
AQZ90014.1	1
AQZ89406.1	1
AQZ90822.1	4
AQZ93191.1	21
AQZ91181.1	5
AQZ90810.1	1
AQZ89570.1	1
AQZ91847.1	1
AQZ89315.1	2
AQZ89701.1	1
AQZ91191.1	9
AQZ92972.1	1
AQZ89970.1	1
AQZ89706.1	5
AQZ89412.1	12
AQZ91958.1	1
AQZ90526.1	2
AQZ92848.1	1
AQZ93023.1	1
AQZ92940.1	11
AQZ90404.1	1
AQZ92904.1	5
AQZ89637.1	1
AQZ92040.1	1
AQZ93093.1	1
AQZ92918.1	1
AQZ89777.1	1
AQZ90124.1	1
AQZ90133.1	1
AQZ91351.1	1
AQZ92133.1	1
AQZ90351.1	5
AQZ90668.1	1
AQZ89880.1	11
AQZ89707.1	1
AQZ91534.1	1
AQZ90246.1	2
AQZ88935.1	7
AQZ91959.1	1
AQZ89949.1	1
AQZ90956.1	19
AQZ92469.1	1
AQZ91428.1	1
AQZ91347.1	1
AQZ91581.1	2
AQZ89182.1	4
AQZ93240.1	9
AQZ89784.1	1
AQZ92026.1	1
AQZ92212.1	1
AQZ92179.1	1
AQZ90274.1	8
AQZ89847.1	11
AQZ91175.1	1
AQZ90454.1	1
AQZ91082.1	1
AQZ91424.1	4
AQZ88939.1	2
AQZ92300.1	8
AQZ92127.1	1
AQZ89264.1	2
AQZ90116.1	1
AQZ92465.1	1
AQZ91869.1	2
AQZ90434.1	1
AQZ92318.1	11
AQZ89977.1	2
AQZ90747.1	8
AQZ92813.1	1
AQZ90143.1	9
AQZ90538.1	1
AQZ92768.1	1
AQZ91925.1	1
AQZ88981.1	1
AQZ89124.1	1
AQZ91006.1	1
AQZ91979.1	1
AQZ92120.1	2
AQZ92544.1	2
AQZ92099.1	1
AQZ91505.1	2
AQZ91335.1	4
AQZ90857.1	1
AQZ88944.1	1
AQZ90448.1	1
AQZ91915.1	1
AQZ91319.1	1
AQZ93170.1	7
AQZ91327.1	1
AQZ91704.1	1
AQZ91618.1	1
AQZ91885.1	8
AQZ90865.1	16
AQZ93056.1	4
AQZ90980.1	12
AQZ91831.1	1
AQZ89903.1	2
AQZ92721.1	1
AQZ91051.1	1
AQZ91218.1	1
AQZ91029.1	11
AQZ93044.1	1
AQZ92634.1	1
AQZ89183.1	1
AQZ91813.1	4
AQZ92079.1	2
AQZ91506.1	1
AQZ90001.1	11
AQZ91746.1	1
AQZ93213.1	5
AQZ90867.1	5
AQZ92860.1	1
AQZ89875.1	1
AQZ91498.1	2
AQZ90994.1	2
AQZ89476.1	1
AQZ91375.1	1
AQZ91093.1	1
AQZ89076.1	1
AQZ91625.1	1
AQZ89262.1	1
AQZ90118.1	1
AQZ90909.1	19
AQZ93039.1	1
AQZ90653.1	1
AQZ90073.1	5
AQZ92588.1	1
AQZ90097.1	2
AQZ89547.1	1
AQZ93041.1	14
AQZ91547.1	19
AQZ90851.1	1
AQZ92636.1	2
AQZ92140.1	1
AQZ91308.1	1
AQZ89654.1	1
AQZ92289.1	1
AQZ93076.1	2
AQZ91754.1	1
AQZ92272.1	1
AQZ91981.1	1
AQZ91246.1	1
AQZ89884.1	1
AQZ92731.1	1
AQZ91445.1	1
AQZ92958.1	1
AQZ92896.1	1
AQZ92019.1	1
AQZ92564.1	1
AQZ91650.1	2
AQZ91405.1	8
AQZ92369.1	1
AQZ88973.1	4
AQZ90967.1	19
AQZ91848.1	4
AQZ90340.1	12
AQZ90935.1	2
AQZ91920.1	1
AQZ90388.1	1
AQZ93067.1	1
AQZ92909.1	1
AQZ92449.1	1
AQZ90549.1	2
AQZ92182.1	1
AQZ89831.1	1
AQZ89418.1	1
AQZ92176.1	8
AQZ90433.1	1
AQZ89268.1	1
AQZ93016.1	1
AQZ90795.1	2
AQZ92946.1	1
AQZ90092.1	1
AQZ91148.1	1
AQZ90740.1	9
AQZ93232.1	1
AQZ89513.1	1
AQZ92709.1	1
AQZ90534.1	1
AQZ89291.1	1
AQZ91234.1	1
AQZ91113.1	1
AQZ90316.1	1
AQZ90057.1	1
AQZ89390.1	2
AQZ89002.1	1
AQZ92348.1	1
AQZ90079.1	1
AQZ92824.1	1
AQZ90270.1	1
AQZ91307.1	1
AQZ90812.1	2
AQZ90367.1	11
AQZ91876.1	1
AQZ91817.1	9
AQZ90479.1	1
AQZ92560.1	1
AQZ90671.1	4
AQZ89072.1	1
AQZ89429.1	1
AQZ91665.1	2
AQZ90717.1	2
AQZ92332.1	1
AQZ93133.1	1
AQZ93117.1	12
AQZ91629.1	4
AQZ91552.1	1
AQZ92174.1	5
AQZ89095.1	1
AQZ89546.1	1
AQZ92548.1	1
AQZ90460.1	1
AQZ90086.1	12
AQZ89710.1	1
AQZ90996.1	2
AQZ89464.1	3
AQZ89538.1	1
AQZ91067.1	10
AQZ92602.1	1
AQZ91802.1	1
AQZ89913.1	2
AQZ89112.1	1
AQZ92228.1	1
AQZ91829.1	1
AQZ92000.1	1
AQZ91176.1	5
AQZ93064.1	9
AQZ92053.1	1
AQZ92450.1	1
AQZ92427.1	1
AQZ90520.1	1
AQZ93152.1	1
AQZ92322.1	1
AQZ89372.1	2
AQZ89170.1	4
AQZ92633.1	1
AQZ92834.1	5
AQZ89028.1	1
AQZ90181.1	1
AQZ92499.1	1
AQZ88955.1	1
AQZ90856.1	9
AQZ89019.1	1
AQZ93111.1	1
AQZ91970.1	2
AQZ90205.1	1
AQZ93119.1	1
AQZ91827.1	1
AQZ89751.1	5
AQZ89163.1	1
AQZ90034.1	8
AQZ92724.1	1
AQZ90924.1	1
AQZ92808.1	2
AQZ89541.1	1
AQZ92794.1	11
AQZ89146.1	1
AQZ91020.1	10
AQZ90928.1	12
AQZ90242.1	1
AQZ90267.1	1
AQZ91338.1	1
AQZ92261.1	1
AQZ93188.1	1
AQZ91617.1	1
AQZ91726.1	2
AQZ91084.1	4
AQZ91732.1	1
AQZ91432.1	1
AQZ90611.1	2
AQZ90601.1	1
AQZ89356.1	1
AQZ90690.1	4
AQZ90199.1	5
AQZ89635.1	1
AQZ91945.1	1
AQZ90669.1	11
AQZ91209.1	2
AQZ92582.1	2
AQZ89611.1	1
AQZ90314.1	4
AQZ91724.1	11
AQZ92452.1	3
AQZ91063.1	5
AQZ91095.1	1
AQZ91589.1	5
AQZ89186.1	1
AQZ89108.2	9
AQZ91048.1	1
AQZ89132.1	2
AQZ91797.1	3
AQZ89321.1	1
AQZ89746.1	1
AQZ89534.1	1
AQZ90597.1	1
AQZ89552.1	1
AQZ91178.1	1
AQZ91213.1	1
AQZ92082.1	1
AQZ89730.1	1
AQZ92770.1	11
AQZ90400.1	1
AQZ91399.1	1
AQZ90832.1	1
AQZ91242.1	1
AQZ89337.1	1
AQZ90237.1	2
AQZ91767.1	1
AQZ91793.1	1
AQZ91421.1	2
AQZ90541.1	1
AQZ90732.1	1
AQZ91971.1	1
AQZ91162.1	1
AQZ93138.1	1
AQZ91137.1	1
AQZ90476.1	2
AQZ92561.1	1
AQZ92181.1	1
AQZ90216.1	1
AQZ91357.1	5
AQZ92407.1	8
AQZ91130.1	9
AQZ89963.1	5
AQZ92242.1	1
AQZ90256.1	1
AQZ89499.1	1
AQZ91049.1	1
AQZ88979.1	1
AQZ91343.1	5
AQZ89037.1	1
AQZ90709.1	1
AQZ92066.1	1
AQZ89626.1	5
AQZ90821.1	1
AQZ91453.1	1
AQZ90495.1	4
AQZ89797.1	1
AQZ91383.1	11
AQZ93004.1	1
AQZ90746.1	1
AQZ90934.1	5
AQZ91271.1	1
AQZ92535.1	1
AQZ92164.1	1
AQZ91129.1	11
AQZ90801.1	1
AQZ93053.1	2
AQZ92934.1	4
AQZ89459.1	2
AQZ92027.1	1
AQZ90493.1	1
AQZ89624.1	1
AQZ92678.1	4
AQZ92890.1	2
AQZ89073.1	1
AQZ93011.1	8
AQZ90197.1	1
AQZ90502.1	1
AQZ91637.1	1
AQZ90379.1	1
AQZ90170.1	11
AQZ92553.1	2
AQZ88997.1	2
AQZ90245.1	11
AQZ92639.1	5
AQZ91905.1	1
AQZ90427.1	1
AQZ89914.1	11
AQZ91349.1	1
AQZ91255.1	1
AQZ89548.1	1
AQZ89473.1	1
AQZ91678.1	1
AQZ89104.1	9
AQZ93190.1	21
AQZ90700.1	1
AQZ90663.1	4
AQZ91522.1	9
AQZ89592.1	1
AQZ92866.1	1
AQZ93206.1	4
AQZ90623.1	1
AQZ89064.1	1
AQZ90607.1	1
AQZ89120.1	2
AQZ91354.1	1
AQZ90680.1	1
AQZ91801.1	1
AQZ91734.1	1
AQZ90537.1	1
AQZ89011.1	2
AQZ89493.1	1
AQZ90659.1	5
AQZ92214.1	15
AQZ92349.1	1
AQZ89536.1	16
AQZ89010.1	1
AQZ89093.1	1
AQZ93027.1	9
AQZ91818.1	1
AQZ89040.1	1
AQZ91816.1	1
AQZ90888.1	19
AQZ92869.1	1
AQZ92234.1	1
AQZ89622.1	2
AQZ88980.1	1
AQZ90426.1	1
AQZ92329.1	4
AQZ92551.1	13
AQZ92279.1	1
AQZ92086.1	1
AQZ92624.1	1
AQZ91451.1	2
AQZ91824.1	1
AQZ88959.1	1
AQZ91131.1	9
AQZ91849.1	1
AQZ92978.1	4
AQZ89278.1	4
AQZ90313.1	1
AQZ90296.1	11
AQZ89479.1	1
AQZ88958.1	4
AQZ89975.1	1
AQZ89210.1	2
AQZ91603.1	1
AQZ91575.1	2
AQZ91974.1	1
AQZ90098.1	4
AQZ89168.1	1
AQZ90797.1	1
AQZ90571.1	2
AQZ89395.1	9
AQZ90648.1	1
AQZ93022.1	11
AQZ90387.1	1
AQZ92850.1	1
AQZ90820.1	4
AQZ92236.1	1
AQZ92077.1	1
AQZ91595.1	1
AQZ91635.1	1
AQZ91699.1	1
AQZ89319.1	11
AQZ91968.1	1
AQZ89160.1	1
AQZ92955.1	1
AQZ92147.1	1
AQZ90507.1	2
AQZ89747.1	9
AQZ92018.1	9
AQZ89772.1	5
AQZ90539.1	1
AQZ91623.1	2
AQZ90836.1	1
AQZ89908.1	1
AQZ90951.1	19
AQZ91838.1	14
AQZ91249.1	5
AQZ91394.1	2
AQZ92446.1	1
AQZ93196.1	12
AQZ90393.1	1
AQZ92323.1	1
AQZ89816.1	1
AQZ91278.1	1
AQZ89237.1	1
AQZ90755.1	1
AQZ90686.1	1
AQZ89791.1	1
AQZ92352.1	1
AQZ89042.1	1
AQZ90363.1	1
AQZ91964.1	1
AQZ92309.1	2
AQZ90620.1	11
AQZ92864.1	1
AQZ91862.1	2
AQZ92052.1	1
AQZ92217.1	11
AQZ91976.1	4
AQZ92867.1	18
AQZ90247.1	1
AQZ91141.1	1
AQZ92690.1	9
AQZ89792.1	1
AQZ92758.1	1
AQZ89229.2	1
AQZ89311.1	1
AQZ92165.1	1
AQZ93055.1	2
AQZ91986.1	1
AQZ91472.1	1
AQZ90068.1	5
AQZ92321.1	1
AQZ90140.1	1
AQZ92159.1	4
AQZ92584.1	1
AQZ89228.1	1
AQZ91328.1	1
AQZ91098.1	11
AQZ91686.1	2
AQZ92269.1	4
AQZ89126.1	5
AQZ90214.1	1
AQZ90417.1	3
AQZ90244.1	9
AQZ91021.1	9
AQZ93146.1	11
AQZ89912.1	1
AQZ91796.1	1
AQZ89695.1	1
AQZ90578.1	1
AQZ89184.1	1
AQZ93054.1	5
AQZ91963.1	1
AQZ92524.1	1
AQZ90937.1	2
AQZ92769.1	1
AQZ90269.1	1
AQZ89987.1	1
AQZ93109.1	3
AQZ89888.1	1
AQZ92073.1	7
AQZ89512.1	4
AQZ88949.1	1
AQZ92152.1	9
AQZ90310.1	2
AQZ89338.1	1
AQZ91133.1	11
AQZ90352.1	1
AQZ92970.1	2
AQZ90128.1	1
AQZ92443.1	1
AQZ89529.1	4
AQZ90361.1	1
AQZ92991.1	1
AQZ90162.1	10
AQZ92849.1	1
AQZ90724.1	1
AQZ90642.1	1
AQZ89084.1	1
AQZ90522.1	9
AQZ90019.1	3
AQZ91572.1	18
AQZ90694.1	1
AQZ90089.1	2
AQZ93210.1	2
AQZ90518.1	2
AQZ89652.1	1
AQZ90200.1	2
AQZ92331.1	1
AQZ92707.1	1
AQZ90552.1	2
AQZ91577.1	1
AQZ92968.1	1
AQZ90336.1	11
AQZ91431.1	1
AQZ89456.1	5
AQZ91474.1	12
AQZ92614.1	16
AQZ91197.1	1
AQZ90327.1	1
AQZ92361.1	8
AQZ90074.1	11
AQZ91482.1	11
AQZ92837.1	2
AQZ92657.1	11
AQZ89043.1	1
AQZ91450.1	1
AQZ92642.1	1
AQZ89973.1	1
AQZ91993.1	1
AQZ90819.1	5
AQZ88987.1	1
AQZ91642.2	1
AQZ89771.1	1
AQZ90978.1	4
AQZ91132.1	8
AQZ89013.1	4
AQZ92920.1	5
AQZ89158.1	1
AQZ92378.1	1
AQZ89109.1	2
AQZ90260.1	1
AQZ89860.1	1
AQZ88970.1	1
AQZ90661.1	14
AQZ90239.1	3
AQZ90040.1	4
AQZ90305.1	2
AQZ89243.1	14
AQZ90335.1	1
AQZ91517.1	12
AQZ89976.1	1
AQZ89467.1	1
AQZ89312.1	12
AQZ91038.1	1
AQZ92788.1	1
AQZ90936.1	9
AQZ90787.1	2
AQZ90773.1	11
AQZ92496.1	8
AQZ90465.1	1
AQZ90458.1	1
AQZ93003.1	1
AQZ93052.1	9
AQZ92011.1	4
AQZ93207.1	2
AQZ89050.1	1
AQZ92333.1	1
AQZ90450.1	1
AQZ89388.1	4
AQZ89269.1	1
AQZ90153.1	2
AQZ90436.1	1
AQZ91514.1	4
AQZ89015.1	1
AQZ91868.1	1
AQZ90882.1	12
AQZ90503.1	1
AQZ92753.1	1
AQZ89360.1	1
AQZ92708.1	4
AQZ90248.1	1
AQZ90742.1	1
AQZ92648.1	1
AQZ93061.1	15
AQZ92178.1	4
AQZ92305.1	2
AQZ91287.1	1
AQZ93173.1	21
AQZ91139.1	1
AQZ92817.1	1
AQZ91315.1	1
AQZ91031.1	5
AQZ91099.1	10
AQZ92604.1	1
AQZ91943.1	1
AQZ89129.1	12
AQZ90285.1	2
AQZ91499.1	4
AQZ89517.1	1
AQZ93071.1	19
AQZ89201.1	2
AQZ90354.1	1
AQZ90765.1	3
AQZ89669.1	12
AQZ90688.1	9
AQZ93008.1	1
AQZ92887.1	1
AQZ92936.1	1
AQZ89468.1	1
AQZ91083.1	1
AQZ91786.1	1
AQZ93185.1	2
AQZ91664.1	1
AQZ89660.1	1
AQZ89852.1	1
AQZ91142.1	5
AQZ89586.1	3
AQZ90793.1	11
AQZ91485.1	11
AQZ92925.1	2
AQZ89761.1	1
AQZ91280.1	1
AQZ89938.1	1
AQZ92207.1	11
AQZ89579.1	1
AQZ92132.1	1
AQZ91654.1	1
AQZ89957.1	2
AQZ90531.1	1
AQZ93160.1	9
AQZ92700.1	1
AQZ91694.1	1
AQZ92589.1	1
AQZ90461.1	1
AQZ91253.1	1
AQZ92102.1	5
AQZ89458.1	2
AQZ92146.1	1
AQZ90435.1	2
AQZ90964.1	11
AQZ92578.1	1
AQZ90478.1	1
AQZ89004.1	1
AQZ92786.1	1
AQZ89335.1	1
AQZ93113.1	9
AQZ91337.1	4
AQZ89340.1	11
AQZ89665.1	1
AQZ89800.1	11
AQZ89971.1	5
AQZ90483.1	1
AQZ91462.1	3
AQZ90621.1	2
AQZ91886.1	1
AQZ89934.1	1
AQZ92910.1	1
AQZ93035.1	1
AQZ92790.1	12
AQZ91723.1	1
AQZ89105.1	1
AQZ92871.1	9
AQZ92230.1	1
AQZ90716.1	5
AQZ89477.1	1
AQZ90962.1	19
AQZ89171.1	13
AQZ90713.1	1
AQZ88928.1	1
AQZ92541.1	1
AQZ89515.1	9
AQZ92276.1	2
AQZ92855.1	11
AQZ90286.1	1
AQZ90084.1	12
AQZ88929.1	1
AQZ89878.1	1
AQZ90776.1	1
AQZ89197.1	1
AQZ91305.1	5
AQZ90939.1	11
AQZ92630.1	4
AQZ93221.1	21
AQZ92129.1	1
AQZ90187.1	1
AQZ90366.1	2
AQZ91300.1	1
AQZ90151.1	2
AQZ90334.1	1
AQZ90527.1	1
AQZ92575.1	4
AQZ91879.1	7
AQZ92847.1	1
AQZ89871.1	3
AQZ92293.1	1
AQZ90499.1	1
AQZ92861.1	2
AQZ89653.1	1
AQZ92233.1	1
AQZ90150.1	2
AQZ89252.1	1
AQZ92800.1	1
AQZ93209.1	2
AQZ92374.1	2
AQZ92390.1	11
AQZ90727.1	5
AQZ89901.1	2
AQZ89495.1	1
AQZ90349.1	1
AQZ91266.1	1
AQZ92220.1	1
AQZ91364.1	1
AQZ91586.1	5
AQZ89972.1	1
AQZ90082.1	8
AQZ89929.1	1
AQZ92080.1	1
AQZ92382.1	1
AQZ89981.1	1
AQZ90203.1	1
AQZ91417.1	1
AQZ89992.1	1
AQZ90357.1	5
AQZ89811.1	1
AQZ91459.1	1
AQZ89496.1	1
AQZ91576.1	2
AQZ91106.1	12
AQZ91501.1	5
AQZ91060.1	2
AQZ90192.1	1
AQZ93142.1	1
AQZ90988.1	12
AQZ92168.1	4
AQZ92479.1	1
AQZ92398.1	3
AQZ90647.1	1
AQZ91697.1	6
AQZ92170.1	1
AQZ89062.1	1
AQZ91469.1	2
AQZ89185.1	1
AQZ93248.1	12
AQZ93241.1	21
AQZ92641.1	1
AQZ89769.1	1
AQZ92798.1	11
AQZ90042.1	1
AQZ92660.1	1
AQZ92355.1	1
AQZ91533.1	2
AQZ89909.1	1
AQZ92083.1	1
AQZ92294.1	1
AQZ90941.1	12
AQZ90828.1	1
AQZ90169.1	2
AQZ90696.1	1
AQZ91254.1	1
AQZ93036.1	1
AQZ91203.1	2
AQZ90721.1	1
AQZ92833.1	11
AQZ91545.1	1
AQZ92899.1	2
AQZ93139.1	1
AQZ90302.1	12
AQZ93009.1	4
AQZ91891.1	1
AQZ91274.1	1
AQZ93193.1	5
AQZ89877.1	1
AQZ89288.1	1
AQZ91258.1	1
AQZ90584.1	1
AQZ90498.1	1
AQZ91944.1	1
AQZ91681.1	1
AQZ90145.1	2
AQZ90927.1	3
AQZ91628.1	2
AQZ92442.1	3
AQZ89558.1	1
AQZ90480.1	1
AQZ90113.1	1
AQZ89848.1	4
AQZ91689.1	2
AQZ91270.1	9
AQZ91484.1	2
AQZ90045.2	2
AQZ92983.1	1
AQZ91000.1	19
AQZ93017.1	5
AQZ90481.1	1
AQZ90096.1	5
AQZ90567.1	2
AQZ90730.1	1
AQZ91368.1	1
AQZ91999.1	1
AQZ90411.1	1
AQZ92025.1	1
AQZ92137.1	1
AQZ92907.1	11
AQZ91245.1	1
AQZ93180.1	21
AQZ92121.1	1
AQZ90500.1	1
AQZ90976.1	4
AQZ89261.1	1
AQZ91800.1	1
AQZ90054.1	1
AQZ91362.1	5
AQZ91002.1	4
AQZ92376.1	1
AQZ91091.1	1
AQZ92028.1	1
AQZ89161.1	1
AQZ91455.1	1
AQZ90440.1	1
AQZ92598.1	1
AQZ89332.1	1
AQZ89725.1	1
AQZ91298.1	1
AQZ92461.1	1
AQZ90134.1	1
AQZ91820.1	1
AQZ92818.1	1
AQZ92155.1	2
AQZ91836.1	1
AQZ92267.1	2
AQZ92393.1	1
AQZ89521.1	1
AQZ92344.1	1
AQZ90568.1	4
AQZ91520.1	2
AQZ90946.1	11
AQZ89714.1	5
AQZ91661.1	5
AQZ90664.1	3
AQZ90067.1	5
AQZ89409.1	1
AQZ89329.1	2
AQZ91400.1	1
AQZ89478.1	8
AQZ89697.1	8
AQZ89678.1	13
AQZ89677.1	4
AQZ90830.1	1
AQZ90252.1	1
AQZ92134.1	1
AQZ92173.1	1
AQZ92556.1	5
AQZ90880.1	2
AQZ89862.1	1
AQZ92508.1	1
AQZ93198.1	1
AQZ89842.1	1
AQZ93102.1	1
AQZ90459.1	1
AQZ90886.1	19
AQZ92482.1	1
AQZ91580.1	2
AQZ89017.1	1
AQZ92809.1	13
AQZ92055.1	1
AQZ90325.1	1
AQZ89789.1	3
AQZ91653.1	1
AQZ89620.1	4
AQZ90543.1	1
AQZ89354.2	4
AQZ92470.1	1
AQZ90442.1	1
AQZ91511.1	4
AQZ92410.1	2
AQZ93122.1	1
AQZ91503.1	10
AQZ92573.1	1
AQZ90960.1	12
AQZ92187.1	11
AQZ92394.1	8
AQZ91168.1	1
AQZ89453.1	1
AQZ90558.1	1
AQZ89057.1	1
